1.0 2 2 2 0 0 2
1.0 2 2 2 0 0 3
1.0 2 2 2 0 0 4
0.9139363344313638 2 2 2 0 0.01 2
0.9867957994297283 2 2 2 0 0.01 3
0.9936088183766553 2 2 2 0 0.01 4
0.9136991390498153 2 2 2 0 0.05 2
0.9339789973411782 2 2 2 0 0.05 3
0.9701812988549452 2 2 2 0 0.05 4
0.5130402406292103 2 2 2 0 0.1 2
0.8682109503830431 2 2 2 0 0.1 3
0.9422832539325487 2 2 2 0 0.1 4
-0.3128444479202941 2 2 2 0 0.2 2
0.752268970758295 2 2 2 0 0.2 3
0.8791381997645278 2 2 2 0 0.2 4
-4.8968136278671475 2 2 2 0 10000000000.0 2
0.5285444518416306 2 2 2 0 10000000000.0 3
0.7109681693521427 2 2 2 0 10000000000.0 4
1.0 2 2 2 0.01 0 2
1.0 2 2 2 0.01 0 3
1.0 2 2 2 0.01 0 4
0.8819658205704318 2 2 2 0.01 0.01 2
0.987541165759188 2 2 2 0.01 0.01 3
0.9889750671207117 2 2 2 0.01 0.01 4
0.9028665611844102 2 2 2 0.01 0.05 2
0.9377058283749575 2 2 2 0.01 0.05 3
0.9320139600741613 2 2 2 0.01 0.05 4
0.4681358912173069 2 2 2 0.01 0.1 2
0.8752220016969804 2 2 2 0.01 0.1 3
0.8582327343056426 2 2 2 0.01 0.1 4
-0.4221261659029043 2 2 2 0.01 0.2 2
0.740557282405317 2 2 2 0.01 0.2 3
0.7207211021747957 2 2 2 0.01 0.2 4
-5.25278958958559 2 2 2 0.01 10000000000.0 2
0.4331626569814082 2 2 2 0.01 10000000000.0 3
0.4788180871479918 2 2 2 0.01 10000000000.0 4
1.0 2 2 2 0.05 0 2
1.0 2 2 2 0.05 0 3
1.0 2 2 2 0.05 0 4
0.9161261652489214 2 2 2 0.05 0.01 2
0.9875890750803258 2 2 2 0.05 0.01 3
0.9874814694547714 2 2 2 0.05 0.01 4
0.9255888701584377 2 2 2 0.05 0.05 2
0.9379452976894993 2 2 2 0.05 0.05 3
0.9302114850117946 2 2 2 0.05 0.05 4
0.7485248596981138 2 2 2 0.05 0.1 2
0.8751466408177585 2 2 2 0.05 0.1 3
0.8561023498953821 2 2 2 0.05 0.1 4
0.14903307483172346 2 2 2 0.05 0.2 2
0.7366903201503232 2 2 2 0.05 0.2 3
0.7139666156204212 2 2 2 0.05 0.2 4
-3.0661780067681494 2 2 2 0.05 10000000000.0 2
0.42080408126605784 2 2 2 0.05 10000000000.0 3
